route,routename,Month_Beginning,Avg_Weekday_Rides,Avg_Saturday_Rides,Avg_Sunday-Holiday_Rides,MonthTotal
135,Clarendon/LaSalle Express,03/01/2001,"2,850",0,0,"62,701"
136,Sheridan/LaSalle Express,03/01/2001,"1,954.1",0,0,"42,990"
145,Wilson/Michigan Express,03/01/2001,"8,718.2","4,168.7","2,072.9","220,934"
146,Inner Drive/Michigan Express,03/01/2001,"9,819.9","6,422.2","3,860.6","263,590"
147,Outer Drive Express,03/01/2001,"9,739.4","6,144.3",0,"244,988"
151,Sheridan,03/01/2001,"25,366.7","16,148.9","13,393.1","692,384"
152,Addison,03/01/2001,"11,575.7","4,946.1","2,518.9","289,472"
155,Devon,03/01/2001,"7,675.1","5,320","3,791.9","210,621"
156,LaSalle,03/01/2001,"9,421.5",0,0,"207,273"
157,Streeterville/Taylor,03/01/2001,"3,480",0,0,"76,560"
169,69th-UPS Express,03/01/2001,767.5,55.8,0,"17,163"
170,U. of Chicago/Midway,03/01/2001,237.9,0,0,"5,233"
171,U. of Chicago/Hyde Park,03/01/2001,948.2,312.5,253.2,"23,436"
172,U. of Chicago/Kenwood,03/01/2001,982.4,76.3,62.6,"22,245"
173,U. of Chicago/Lakeview Express,03/01/2001,206.2,243,124.1,"6,247"
201,Central/Ridge,03/01/2001,"1,413.8",642.2,282.5,"35,445"
202,Main/Emerson,03/01/2001,494.3,0,0,"10,875"
203,Ridge/Grant,03/01/2001,"1,700.7",0,0,"37,416"
204,Dodge,03/01/2001,"1,690.8",0,0,"37,197"
1,Indiana/Hyde Park,04/01/2001,"6,875.1",0,0,"144,377"
2,Hyde Park Express,04/01/2001,809.2,0,0,"16,993"
3,King Drive,04/01/2001,"21,917.1","15,266.7","9,533.3","568,992"
4,Cottage Grove,04/01/2001,"24,309.3","18,608.4","11,762.3","643,740"
6,Jackson Park Express,04/01/2001,"18,238.5","12,655.7","7,509.4","471,177"
7,Harrison,04/01/2001,"5,292.7",0,0,"111,146"
8,Halsted,04/01/2001,"19,911.5","13,060","9,281.7","516,791"
8A,South Halsted,04/01/2001,"3,170.6","2,962.7","1,721.4","87,040"
9,Ashland,04/01/2001,"31,136.2","24,477.5","16,494.1","834,240"
10,Museum of S & I,04/01/2001,0,926.8,441.1,"5,913"
11,Lincoln/Sedgwick,04/01/2001,"3,794.3","1,926","1,211.3","93,440"
12,Roosevelt,04/01/2001,"10,568.6","7,308","5,694.7","279,647"
14,Jeffery Express,04/01/2001,"9,725.6",0,0,"204,237"
17,Westchester,04/01/2001,648.9,0,0,"13,626"
18,16th/18th,04/01/2001,"1,685.9","1,003.6",732.2,"43,079"
19,United Center Express,04/01/2001,466.2,860.7,305.9,"4,109"
20,Madison,04/01/2001,"21,244.5","13,722.4","9,045.4","546,252"
21,Cermak,04/01/2001,"7,623.9","8,625","6,465.1","226,926"
X21,Cermak Express,04/01/2001,0,711.7,317.1,"3,721"
22,Clark,04/01/2001,"22,428.9","16,670.5","11,831.8","596,848"
24,Wentworth,04/01/2001,"4,317.6",0,0,"90,671"
25,West Cermak,04/01/2001,476.1,0,0,"9,999"
27,South Deering,04/01/2001,"5,650.2","3,771.7","2,458.6","146,033"
28,Stony Island,04/01/2001,"12,183.6","9,465","5,794.3","322,687"
29,State,04/01/2001,"17,241.6","13,254.5","9,303.4","461,607"
30,South Chicago,04/01/2001,"3,837.4","2,288.4",704.2,"93,261"
33,Mag Mile Express,04/01/2001,623,0,0,"13,083"
34,South Michigan,04/01/2001,"7,830.2","6,515.1","3,991.8","210,454"
35,35th,04/01/2001,"6,111.6","3,698","2,485.4","155,563"
36,Broadway,04/01/2001,"15,016.9","13,780.9","9,602.4","418,491"
37,Sedgwick,04/01/2001,"2,487",0,0,"52,227"
39,Pershing,04/01/2001,"2,230.3",0,0,"46,837"
43,43rd,04/01/2001,"1,237.9",549.7,355.7,"29,973"
44,Wallace-Racine,04/01/2001,"6,475.3","3,104.4","1,669.7","156,748"
47,47th,04/01/2001,"8,463.6","6,425.6","3,854.5","222,711"
48,South Damen,04/01/2001,"1,101.5",0,0,"23,132"
49,Western,04/01/2001,"24,154.8","20,457","13,436.6","656,261"
49A,South Western,04/01/2001,394.9,0,0,"8,292"
49B,North Western,04/01/2001,"5,123.2","3,695.2","2,365.4","134,195"
X49,Western Express,04/01/2001,"5,310.4",0,0,"111,517"
50,Damen,04/01/2001,"8,866.3","5,062.4","2,997.4","221,429"
51,51st,04/01/2001,"4,854.8","4,742.8","2,370.7","132,776"
52,Kedzie/California,04/01/2001,"12,301.4","8,886.6","6,120.1","324,477"
52A,South Kedzie,04/01/2001,"6,568.3","3,799","2,381.5","165,038"
53,Pulaski,04/01/2001,"20,936.2","14,585.9","10,170.6","548,856"
53A,South Pulaski,04/01/2001,"9,133.8","3,395.1","1,740.3","214,091"
54,Cicero,04/01/2001,"12,839.5","9,410.9","6,890.2","341,724"
54A,North Cicero/Skokie Blvd.,04/01/2001,"1,332.3",0,0,"27,979"
54B,South Cicero,04/01/2001,"4,991.5","5,094.7","2,511.7","137,759"
55,Garfield,04/01/2001,"13,511.7","9,943","7,514.6","361,091"
55N,55th/Narragansett,04/01/2001,995,128.3,0,"21,408"
56,Milwaukee,04/01/2001,"15,910.2","10,032.7","7,379.1","411,141"
56A,North Milwaukee,04/01/2001,657.9,0,0,"13,816"
57,Laramie,04/01/2001,"2,938.4","1,512.5",689.9,"71,205"
59,59th/61st,04/01/2001,"4,436.6","2,307.4",0,"102,399"
60,Blue Island/26th,04/01/2001,"15,104.8","11,153.2","7,769.3","400,659"
62,Archer,04/01/2001,"15,266.9","7,784.5","5,453.1","379,009"
62H,Archer/Harlem,04/01/2001,"1,396.1",631.2,0,"31,844"
63,63rd,04/01/2001,"21,416.6","17,317.6","12,930.8","583,672"
63W,West 63rd,04/01/2001,"2,293.3",878.4,404.8,"53,696"
64,Foster-Canfield,04/01/2001,243.4,0,0,"5,112"
65,Grand,04/01/2001,"6,767.4","4,029.3","2,228.3","169,373"
66,Chicago,04/01/2001,"21,052.5","15,487.3","9,553.9","551,821"
67,67th-69th-71st,04/01/2001,"14,450.2","10,065","7,471.6","381,072"
68,Northwest Highway,04/01/2001,"1,716",794.7,318.2,"40,805"
69,Cumberland/East River,04/01/2001,393.4,0,0,"8,262"
70,Division,04/01/2001,"10,961.1","8,141.3","5,758.9","291,542"
71,71st/South Shore,04/01/2001,"7,150.3","5,803.4","3,558.3","191,162"
72,North,04/01/2001,"15,970.2","11,519.9","8,339.9","423,154"
73,Armitage,04/01/2001,"5,350.8","2,348","1,617.3","129,844"
74,Fullerton,04/01/2001,"12,500.6","10,971.2","7,056.8","341,681"
75,74th-75th,04/01/2001,"6,804.6","5,703.4","3,832.6","184,874"
76,Diversey,04/01/2001,"14,598.5","8,769.4","5,583.1","369,563"
77,Belmont,04/01/2001,"20,291.7","13,678","9,374.7","527,712"
78,Montrose,04/01/2001,"9,323.1","6,384.2","3,821.1","240,427"
79,79th,04/01/2001,"31,499.9","24,764.6","16,940.5","845,259"
80,Irving Park,04/01/2001,"12,655.2","9,169.1","6,194.3","333,407"
81,Lawrence,04/01/2001,"15,459.7","12,902.1","8,943.3","420,979"
81W,West Lawrence,04/01/2001,"1,535.7",911.9,362.2,"37,709"
82,Kimball-Homan,04/01/2001,"20,346.4","13,874.5","8,297.1","524,259"
84,Peterson,04/01/2001,"4,313","2,783.4","1,395.9","108,687"
85,Central,04/01/2001,"13,056","8,761.3","5,552.8","336,985"
85A,North Central,04/01/2001,767.4,68.5,0,"16,390"
86,Narragansett/Ridgeland,04/01/2001,"1,632.8",0,0,"34,288"
87,87th,04/01/2001,"16,133.1","10,908.4","6,068.6","412,772"
88,Higgins,04/01/2001,"1,701.3",749.7,624.6,"41,849"
90,Harlem,04/01/2001,"3,804.7","3,134.3","1,455","99,712"
90N,North Harlem,04/01/2001,404.6,154.6,0,"9,114"
91,Austin,04/01/2001,"8,288.6","4,389.1","2,601.5","204,625"
92,Foster,04/01/2001,"7,459.4","4,526.3","2,728.1","188,392"
93,California/Dodge,04/01/2001,"2,120.8",970.5,0,"48,419"
94,South California,04/01/2001,"10,711.3","4,961.7","2,758.7","258,577"
95E,93rd-95th,04/01/2001,"5,712.1","4,554.7","3,175.5","154,050"
95W,West 95th,04/01/2001,"5,229.4","4,499.5","2,596.9","140,800"
96,Lunt,04/01/2001,"1,176.1",0,0,"24,698"
97,Skokie,04/01/2001,"3,687.8","2,440.6","1,364.8","94,029"
100,Jeffery Manor Express,04/01/2001,"1,120.6",0,0,"23,532"
103,West 103rd,04/01/2001,"3,412.3","1,936","1,170.9","85,256"
106,East 103rd,04/01/2001,"2,142.9",632.6,479.7,"49,929"
108,Halsted/95th,04/01/2001,"2,957.9",0,0,"62,117"
111,Pullman/111th/115th,04/01/2001,"5,973","3,655.8","2,227.2","151,193"
112,Vincennes/111th,04/01/2001,"3,646.4","1,591.6","1,145.3","88,667"
119,Michigan/119th,04/01/2001,"5,447.5","5,239.8","2,860.6","149,661"
120,Ogilvie/Wacker Express,04/01/2001,"1,134.8",0,0,"23,832"
121,Union/Wacker Express,04/01/2001,"1,700.7",0,0,"35,715"
122,Illinois Center/Ogilvie Express,04/01/2001,"1,023.2",0,0,"21,488"
123,Illinois Center/Union Express,04/01/2001,800.8,0,0,"16,817"
125,Water Tower Express,04/01/2001,"2,134.2",0,0,"44,818"
126,Jackson,04/01/2001,"10,413.4","5,158.8","3,948.9","259,062"
7,Harrison,12/01/2001,"4,980.8",0,0,"99,616"
127,Madison/Roosevelt Circulator,04/01/2001,92.3,0,0,"1,846"
128,Soldier Field Express,04/01/2001,0,0,56.1,56
129,West Loop/South Loop,04/01/2001,888.3,0,0,"18,654"
135,Clarendon/LaSalle Express,04/01/2001,"2,819.5",0,0,"59,210"
136,Sheridan/LaSalle Express,04/01/2001,"1,766.3",0,0,"37,092"
145,Wilson/Michigan Express,04/01/2001,"8,595.6","4,070.8","2,069.4","207,137"
146,Inner Drive/Michigan Express,04/01/2001,"9,845.8","6,027.2","3,998","250,861"
147,Outer Drive Express,04/01/2001,"10,099.8","5,752.8",0,"235,107"
151,Sheridan,04/01/2001,"25,247.6","16,361.5","13,571.5","663,502"
152,Addison,04/01/2001,"11,269","5,403.4","2,748.9","272,006"
154,Wrigley Field Express,04/01/2001,24.2,0,0,24
155,Devon,04/01/2001,"7,825.5","5,467.2","3,637.8","204,394"
156,LaSalle,04/01/2001,"9,322.1",0,0,"195,764"
157,Streeterville/Taylor,04/01/2001,"3,548.9",0,0,"74,528"
169,69th-UPS Express,04/01/2001,788.5,92,0,"16,927"
170,U. of Chicago/Midway,04/01/2001,219.6,0,0,"4,611"
171,U. of Chicago/Hyde Park,04/01/2001,"1,353.1",426.6,264.1,"31,442"
172,U. of Chicago/Kenwood,04/01/2001,"1,421.1",91,87.2,"30,643"
173,U. of Chicago/Lakeview Express,04/01/2001,202.1,308.8,134.7,"6,153"
201,Central/Ridge,04/01/2001,"1,408.7",559.7,312.5,"33,384"
202,Main/Emerson,04/01/2001,474.2,0,0,"9,958"
203,Ridge/Grant,04/01/2001,"1,658.1",0,0,"34,820"
204,Dodge,04/01/2001,"1,766.2",0,0,"37,091"
1,Indiana/Hyde Park,05/01/2001,"7,173.2",0,0,"157,810"
2,Hyde Park Express,05/01/2001,849.6,0,0,"18,692"
3,King Drive,05/01/2001,"22,897.3","13,867.4","8,847.8","603,448"
4,Cottage Grove,05/01/2001,"25,153.7","17,899.5","11,855.1","684,256"
6,Jackson Park Express,05/01/2001,"18,822","11,930.2","7,097.4","497,292"
7,Harrison,05/01/2001,"5,383.4",0,0,"118,436"
8,Halsted,05/01/2001,"20,071.9","12,958","9,308","539,954"
8A,South Halsted,05/01/2001,"3,504.6","2,677.5","1,907.4","97,349"
9,Ashland,05/01/2001,"31,527.4","23,140.3","16,473.4","868,531"
10,Museum of S & I,05/01/2001,568.3,827.4,758.5,"8,806"
11,Lincoln/Sedgwick,05/01/2001,"3,929.1","1,846.8","1,099.4","99,324"
12,Roosevelt,05/01/2001,"10,895.2","6,847.1","5,299.5","293,580"
14,Jeffery Express,05/01/2001,"9,928.4",0,0,"218,425"
17,Westchester,05/01/2001,595.3,0,0,"13,098"
18,16th/18th,05/01/2001,"1,662.6",957.6,757.3,"44,194"
19,United Center Express,05/01/2001,644.7,553.4,645.2,"2,488"
20,Madison,05/01/2001,"21,833.1","12,645.3","8,259.2","572,204"
21,Cermak,05/01/2001,"7,870.9","8,247.4","6,404.1","238,169"
X21,Cermak Express,05/01/2001,0,934.1,417.5,"5,824"
22,Clark,05/01/2001,"22,317.9","15,832.9","12,345.4","616,052"
24,Wentworth,05/01/2001,"4,909.5",0,0,"108,009"
25,West Cermak,05/01/2001,503.2,0,0,"11,070"
27,South Deering,05/01/2001,"5,912.3","3,779.5","2,407.6","157,226"
28,Stony Island,05/01/2001,"13,014.4","9,004.5","6,018.3","352,427"
29,State,05/01/2001,"18,497.2","12,888.4","9,255.6","504,771"
30,South Chicago,05/01/2001,"4,218.2","2,184.4",688.7,"104,981"
33,Mag Mile Express,05/01/2001,548.7,0,0,"12,071"
34,South Michigan,05/01/2001,"7,993.9","5,763.5","3,962.7","218,733"
35,35th,05/01/2001,"6,396.5","3,706.1","2,367.6","167,386"
36,Broadway,05/01/2001,"14,802.7","13,331.2","9,196.2","424,964"
37,Sedgwick,05/01/2001,"2,502.3",0,0,"55,050"
39,Pershing,05/01/2001,"2,304.8",0,0,"50,706"
43,43rd,05/01/2001,"1,258.4",678.3,431.6,"32,557"
44,Wallace-Racine,05/01/2001,"6,876.2","3,038.4","1,784","172,349"
47,47th,05/01/2001,"8,606.7","6,435","3,903.8","234,606"
48,South Damen,05/01/2001,"1,317.3",0,0,"28,980"
49,Western,05/01/2001,"24,958.1","20,202.9","13,784.4","698,812"
49A,South Western,05/01/2001,542.4,0,0,"11,933"
49B,North Western,05/01/2001,"5,513.2","4,145.1","2,630.7","151,025"
X49,Western Express,05/01/2001,"6,285.6",0,0,"138,283"
50,Damen,05/01/2001,"9,331.4","4,978.1","2,955.8","239,983"
51,51st,05/01/2001,"4,899.8","4,377.3","2,173.5","136,172"
52,Kedzie/California,05/01/2001,"12,367.2","8,532.9","6,115.1","336,786"
52A,South Kedzie,05/01/2001,"6,852.9","3,700.3","2,340.1","177,265"
53,Pulaski,05/01/2001,"21,571.9","15,466.7","10,179.9","587,347"
53A,South Pulaski,05/01/2001,"10,040.4","3,637.5","1,920.9","245,042"
54,Cicero,05/01/2001,"13,262.5","10,154.7","6,874","366,764"
54A,North Cicero/Skokie Blvd.,05/01/2001,"1,345.4",0,0,"29,599"
54B,South Cicero,05/01/2001,"5,353.2","5,226.4","2,924.3","153,297"
55,Garfield,05/01/2001,"13,713.3","9,922.6","7,810.6","380,435"
55N,55th/Narragansett,05/01/2001,"1,110.8",156.7,0,"25,065"
56,Milwaukee,05/01/2001,"16,146.4","10,381.5","7,679.6","435,144"
56A,North Milwaukee,05/01/2001,614.1,0,0,"13,510"
57,Laramie,05/01/2001,"3,056.1","1,858.4",679.6,"78,067"
59,59th/61st,05/01/2001,"4,638.7","2,185.1",0,"110,791"
60,Blue Island/26th,05/01/2001,"14,991.3","11,780.6","7,904.4","416,452"
62,Archer,05/01/2001,"15,832.5","7,928.5","5,637.4","408,215"
62H,Archer/Harlem,05/01/2001,"1,499.9",689.6,0,"35,757"
63,63rd,05/01/2001,"22,321.4","16,388.7","12,024.7","616,748"
63W,West 63rd,05/01/2001,"2,360.2",788.8,418.8,"57,173"
64,Foster-Canfield,05/01/2001,301.5,0,0,"6,632"
65,Grand,05/01/2001,"7,407.7","3,526.9","2,650.9","190,331"
66,Chicago,05/01/2001,"21,910.9","14,683.2","9,651.9","589,031"
67,67th-69th-71st,05/01/2001,"15,016.7","9,798.4","7,325.1","406,186"
68,Northwest Highway,05/01/2001,"1,761",705.1,335,"43,237"
69,Cumberland/East River,05/01/2001,424.4,0,0,"9,337"
70,Division,05/01/2001,"11,697.7","7,493.5","5,454.3","314,594"
71,71st/South Shore,05/01/2001,"7,542.4","6,153.6","3,756","209,328"
72,North,05/01/2001,"16,370.8","11,599.8","8,791.2","450,512"
73,Armitage,05/01/2001,"5,579.2","2,705.1","1,656.5","141,845"
74,Fullerton,05/01/2001,"13,108.9","10,175.4","7,281.5","365,505"
75,74th-75th,05/01/2001,"7,405","5,264.1","3,601.9","201,975"
76,Diversey,05/01/2001,"14,715.3","7,800.4","5,721.2","383,544"
77,Belmont,05/01/2001,"21,077.8","14,291.7","9,964.9","570,703"
78,Montrose,05/01/2001,"9,598.7","5,756.4","3,851.4","253,454"
79,79th,05/01/2001,"33,158","25,487.7","17,141.1","917,132"
80,Irving Park,05/01/2001,"12,731","8,674.6","6,474.9","347,155"
81,Lawrence,05/01/2001,"15,306.5","13,044.9","9,133","434,588"
81W,West Lawrence,05/01/2001,"1,499.8",776.2,438.4,"38,291"
82,Kimball-Homan,05/01/2001,"21,367.3","12,764.6","8,191.5","562,097"
84,Peterson,05/01/2001,"4,650.9","2,364.2","1,660.2","120,078"
85,Central,05/01/2001,"13,748.3","7,961.2","5,551","362,062"
85A,North Central,05/01/2001,876.2,192.8,0,"20,048"
86,Narragansett/Ridgeland,05/01/2001,"1,718.1",0,0,"37,799"
87,87th,05/01/2001,"17,343.6","9,946.1","6,030.9","451,499"
88,Higgins,05/01/2001,"1,820.3",764.5,841.8,"47,313"
90,Harlem,05/01/2001,"3,689.8","3,033.9","1,705","101,837"
90N,North Harlem,05/01/2001,361.7,267.3,0,"9,028"
91,Austin,05/01/2001,"8,871.1","4,607","2,504.1","226,113"
92,Foster,05/01/2001,"7,772.8","4,222","2,692.7","201,353"
93,California/Dodge,05/01/2001,"2,224.9","1,003.8",0,"52,962"
94,South California,05/01/2001,"10,933.9","4,721.2","2,852.6","273,694"
95E,93rd-95th,05/01/2001,"5,820.6","4,679.9","3,332.3","163,434"
95W,West 95th,05/01/2001,"5,144.4","4,634.2","2,845.8","145,943"
96,Lunt,05/01/2001,"1,254.1",0,0,"27,591"
97,Skokie,05/01/2001,"3,749","2,353.7","1,499.9","99,393"
100,Jeffery Manor Express,05/01/2001,"1,192",0,0,"26,223"
103,West 103rd,05/01/2001,"3,876.8","1,752.1","1,134.4","97,971"
106,East 103rd,05/01/2001,"2,176.4",608.6,421.2,"52,420"
108,Halsted/95th,05/01/2001,"3,179.2",0,0,"69,943"
111,Pullman/111th/115th,05/01/2001,"6,315.8","3,606","2,203.5","164,388"
112,Vincennes/111th,05/01/2001,"4,084.9","1,588.9","1,112.2","101,784"
119,Michigan/119th,05/01/2001,"5,823.1","4,874.2","2,609.1","160,649"
120,Ogilvie/Wacker Express,05/01/2001,"1,030.1",0,0,"22,663"
121,Union/Wacker Express,05/01/2001,"1,787.5",0,0,"39,324"
122,Illinois Center/Ogilvie Express,05/01/2001,986,0,0,"21,693"
123,Illinois Center/Union Express,05/01/2001,820.7,0,0,"18,055"
124,Navy Pier,05/01/2001,46.4,431.9,326.5,"1,131"
125,Water Tower Express,05/01/2001,"2,098.6",0,0,"46,169"
126,Jackson,05/01/2001,"10,846.7","4,629.4","3,374.7","274,018"
127,Madison/Roosevelt Circulator,05/01/2001,141.4,0,0,"2,968"
129,West Loop/South Loop,05/01/2001,"1,021.7",0,0,"22,476"
130,Museum Campus,05/01/2001,0,520.2,284.2,"2,697"
96,Lunt,03/01/2003,"1,122.1",0,0,"23,564"
135,Clarendon/LaSalle Express,05/01/2001,"2,966.8",0,0,"65,270"
136,Sheridan/LaSalle Express,05/01/2001,"1,790.4",0,0,"39,389"
145,Wilson/Michigan Express,05/01/2001,"8,467.8","3,858.5","2,119.8","212,324"
146,Inner Drive/Michigan Express,05/01/2001,"9,743.1","6,205.8","4,159.7","259,970"
147,Outer Drive Express,05/01/2001,"10,273.8","5,474.1",0,"247,921"
151,Sheridan,05/01/2001,"24,704.2","15,981.8","14,552","680,179"
152,Addison,05/01/2001,"12,736.5","6,025.8","3,530.9","321,961"
154,Wrigley Field Express,05/01/2001,90.7,0,0,454
155,Devon,05/01/2001,"7,930.6","5,544.1","3,720","215,250"
156,LaSalle,05/01/2001,"9,259.3",0,0,"203,704"
157,Streeterville/Taylor,05/01/2001,"3,160.1",0,0,"69,523"
169,69th-UPS Express,05/01/2001,836.6,81,0,"18,729"
170,U. of Chicago/Midway,05/01/2001,221.2,0,0,"4,867"
171,U. of Chicago/Hyde Park,05/01/2001,"1,404.8",320,333.4,"33,852"
172,U. of Chicago/Kenwood,05/01/2001,"1,400",124.7,136.2,"31,979"
173,U. of Chicago/Lakeview Express,05/01/2001,197.3,273.4,141.3,"6,141"
201,Central/Ridge,05/01/2001,"1,606.3",673.2,337.4,"39,718"
202,Main/Emerson,05/01/2001,474.9,0,0,"10,448"
203,Ridge/Grant,05/01/2001,"1,645.6",0,0,"36,203"
204,Dodge,05/01/2001,"1,942.1",0,0,"42,725"
1,Indiana/Hyde Park,06/01/2001,"6,521.4",0,0,"136,949"
2,Hyde Park Express,06/01/2001,917.2,0,0,"19,261"
3,King Drive,06/01/2001,"22,031.4","15,360","10,812.1","582,709"
4,Cottage Grove,06/01/2001,"23,819.6","19,495.1","13,224.1","650,584"
6,Jackson Park Express,06/01/2001,"16,417.2","12,662.6","8,230.2","440,995"
7,Harrison,06/01/2001,"5,282.1",0,0,"110,925"
8,Halsted,06/01/2001,"19,407.2","15,289.9","10,456.5","525,826"
8A,South Halsted,06/01/2001,"3,193.2","2,983","1,856.2","89,397"
9,Ashland,06/01/2001,"30,041","25,867.2","17,854.1","831,613"
10,Museum of S & I,06/01/2001,677.2,"1,003.4",734.8,"22,177"
11,Lincoln/Sedgwick,06/01/2001,"3,612.3","1,905.8","1,105.1","89,807"
12,Roosevelt,06/01/2001,"10,589.9","7,118.1","5,260.7","279,021"
14,Jeffery Express,06/01/2001,"9,377.7",0,0,"196,932"
17,Westchester,06/01/2001,508.6,0,0,"10,680"
18,16th/18th,06/01/2001,"1,475.6",921.8,645.5,"38,179"
19,United Center Express,06/01/2001,321.5,0,0,322
20,Madison,06/01/2001,"21,287.2","13,857.4","8,778.6","551,433"
21,Cermak,06/01/2001,"8,077.5","9,218.2","5,599.9","238,118"
X21,Cermak Express,06/01/2001,0,519.6,492.1,"4,566"
22,Clark,06/01/2001,"21,811.5","15,627.9","12,294.7","585,360"
24,Wentworth,06/01/2001,"3,842.5",0,0,"80,693"
25,West Cermak,06/01/2001,408.1,0,0,"8,569"
27,South Deering,06/01/2001,"6,037.3","3,709.7","3,113.5","157,786"
28,Stony Island,06/01/2001,"11,946.6","10,372.6","6,984.7","330,681"
29,State,06/01/2001,"18,214.4","14,766.3","10,531.8","498,462"
30,South Chicago,06/01/2001,"3,503.1","2,206.6",780.1,"87,718"
33,Mag Mile Express,06/01/2001,836.2,0,0,"17,561"
34,South Michigan,06/01/2001,"7,549.8","5,968","4,796.8","207,572"
35,35th,06/01/2001,"6,261.7","3,880","2,266.3","159,961"
36,Broadway,06/01/2001,"15,599.8","14,534.4","9,827.1","439,577"
37,Sedgwick,06/01/2001,"2,234.7",0,0,"46,928"
39,Pershing,06/01/2001,"2,248",0,0,"47,208"
43,43rd,06/01/2001,"1,249.2",621.2,465.8,"31,203"
44,Wallace-Racine,06/01/2001,"6,078.3","2,864.4","1,957.6","149,798"
47,47th,06/01/2001,"8,267.6","6,574.9","4,077.5","222,804"
48,South Damen,06/01/2001,854.6,0,0,"17,947"
49,Western,06/01/2001,"23,622.9","20,938.9","14,733","659,708"
49A,South Western,06/01/2001,477.1,0,0,"10,019"
49B,North Western,06/01/2001,"5,208.7","3,622.1","2,532.3","137,623"
X49,Western Express,06/01/2001,"5,828.4",0,0,"122,396"
50,Damen,06/01/2001,"8,474.2","5,045.6","2,835.2","214,526"
51,51st,06/01/2001,"4,392.4","4,447.4","2,488.3","124,431"
52,Kedzie/California,06/01/2001,"12,112.5","8,640.7","5,719.5","320,443"
52A,South Kedzie,06/01/2001,"6,408.6","4,261.3","2,192.9","164,660"
53,Pulaski,06/01/2001,"20,469","16,344.8","10,570.7","553,855"
53A,South Pulaski,06/01/2001,"8,399.1","3,399.1","2,089.2","201,734"
54,Cicero,06/01/2001,"12,757.8","10,713.9","7,338.7","350,837"
54A,North Cicero/Skokie Blvd.,06/01/2001,"1,341.1",0,0,"28,164"
54B,South Cicero,06/01/2001,"4,991.3","4,676","2,802.9","139,409"
55,Garfield,06/01/2001,"12,825.2","10,865.5","8,253.7","356,670"
55N,55th/Narragansett,06/01/2001,924.7,153.8,0,"20,188"
56,Milwaukee,06/01/2001,"15,538.1","11,092.3","8,306","414,986"
56A,North Milwaukee,06/01/2001,613.2,0,0,"12,878"
57,Laramie,06/01/2001,"2,782.2","1,619.3",718.4,"69,396"
59,59th/61st,06/01/2001,"3,962.8","2,297.4",0,"94,706"
60,Blue Island/26th,06/01/2001,"15,376.7","11,637.3","7,656","411,721"
62,Archer,06/01/2001,"15,366.5","8,446.2","6,074.4","389,225"
62H,Archer/Harlem,06/01/2001,"1,416.7",626.3,0,"32,881"
63,63rd,06/01/2001,"20,153.7","19,436.2","13,062.3","572,658"
63W,West 63rd,06/01/2001,"2,325.2",886.7,566.4,"55,528"
64,Foster-Canfield,06/01/2001,228,0,0,"4,788"
65,Grand,06/01/2001,"7,125.1","3,766.6","2,976.2","180,365"
66,Chicago,06/01/2001,"20,931.6","14,505.6","10,546.3","554,277"
67,67th-69th-71st,06/01/2001,"13,555.1","10,911","7,450.3","369,012"
68,Northwest Highway,06/01/2001,"1,469.9",712,322.2,"35,716"
69,Cumberland/East River,06/01/2001,423.5,0,0,"8,895"
70,Division,06/01/2001,"10,737.8","7,218.9","6,074.1","285,885"
71,71st/South Shore,06/01/2001,"7,313.4","6,351","3,525.7","199,438"
72,North,06/01/2001,"16,640.4","12,671.5","9,642.8","451,377"
73,Armitage,06/01/2001,"5,264.6","2,798","1,663.4","131,200"
74,Fullerton,06/01/2001,"12,576.6","10,736.6","7,575.1","348,093"
75,74th-75th,06/01/2001,"6,977.4","5,921.1","3,459.6","189,969"
76,Diversey,06/01/2001,"13,078.5","8,123.9","6,144.5","339,846"
77,Belmont,06/01/2001,"20,204.6","14,010.5","9,664.4","533,007"
78,Montrose,06/01/2001,"9,231.2","6,323.9","4,175.6","242,177"
79,79th,06/01/2001,"31,348.1","25,975.8","17,983.2","860,121"
80,Irving Park,06/01/2001,"12,439.4","9,623","6,409.5","334,981"
81,Lawrence,06/01/2001,"15,362.8","12,388.8","9,224","421,459"
81W,West Lawrence,06/01/2001,"1,473.7",918.3,291.2,"36,703"
82,Kimball-Homan,06/01/2001,"19,397.7","13,104.7","7,218.4","501,749"
84,Peterson,06/01/2001,"4,236.2","2,235.7","1,761.4","107,184"
85,Central,06/01/2001,"12,372.8","8,510.4","5,884.4","325,919"
85A,North Central,06/01/2001,866.8,179.1,0,"19,098"
86,Narragansett/Ridgeland,06/01/2001,"1,566.3",0,0,"32,892"
87,87th,06/01/2001,"15,478","10,458.4","6,491.1","403,294"
