route,routename,Month_Beginning,Avg_Weekday_Rides,Avg_Saturday_Rides,Avg_Sunday-Holiday_Rides,MonthTotal
49B,North Western,01/01/2009,"4,946","3,183.1","2,426.4","131,914"
X49,Western Express,01/01/2009,"11,468.3",0,0,"240,833"
50,Damen,01/01/2009,"8,619.1","5,066.6","3,150.7","222,087"
51,51st,01/01/2009,"2,392.6","1,414",921.8,"61,924"
52,Kedzie/California,01/01/2009,"12,724.4","8,198.3","5,349","334,948"
52A,South Kedzie,01/01/2009,"4,578.7","1,756.5","1,065.1","110,261"
53,Pulaski,01/01/2009,"20,496.6","13,006","8,996.4","540,441"
53A,South Pulaski,01/01/2009,"6,929.2","3,077.7","1,461.5","168,209"
53AL,South Pulaski Limited,01/01/2009,644.6,0,0,"13,536"
54,Cicero,01/01/2009,"8,411.5","8,651.6","5,674.5","248,272"
X54,Cicero Express,01/01/2009,"5,376.5",0,0,"112,906"
54A,North Cicero/Skokie Blvd.,01/01/2009,922.3,0,0,"19,368"
54B,South Cicero,01/01/2009,"3,240.5","3,702.9","2,047.2","96,801"
55,Garfield,01/01/2009,"10,732.2","9,162.7","6,431.7","303,349"
X55,Garfield Express,01/01/2009,"2,622.8",0,0,"55,079"
55A,55th/Austin,01/01/2009,226.4,0,0,"4,755"
55N,55th/Narragansett,01/01/2009,614.7,120.6,0,"13,511"
56,Milwaukee,01/01/2009,"12,535.6","7,559.9","4,998.6","326,040"
56A,North Milwaukee,01/01/2009,819.6,0,0,"17,212"
57,Laramie,01/01/2009,"3,040.1","1,369.9",687.2,"74,127"
59,59th/61st,01/01/2009,"3,677.8","1,896.6",0,"86,717"
60,Blue Island/26th,01/01/2009,"12,750","7,044.1","4,720.1","326,571"
62,Archer,01/01/2009,"12,619.6","7,146","4,650.6","323,995"
62H,Archer/Harlem,01/01/2009,"1,280.5",427.7,0,"29,029"
63,63rd,01/01/2009,"21,496.3","14,759.3","10,662.9","578,533"
63W,West 63rd,01/01/2009,"1,829.4",690.9,445.4,"44,098"
64,Foster-Canfield,01/01/2009,165.5,0,0,"3,476"
65,Grand,01/01/2009,"6,396.9","3,282.6","2,126.6","161,382"
66,Chicago,01/01/2009,"22,323.3","14,266.2","9,525.6","587,749"
67,67th-69th-71st,01/01/2009,"13,543.3","9,374.8","6,492.2","363,745"
68,Northwest Highway,01/01/2009,"1,651.3",747.7,342.4,"40,128"
69,Cumberland/East River,01/01/2009,498.4,0,0,"10,466"
70,Division,01/01/2009,"10,546.3","6,418.7","4,629","276,711"
71,71st/South Shore,01/01/2009,"10,803.5","8,862","5,863","300,499"
72,North,01/01/2009,"15,769.8","11,842.1","8,113.3","430,942"
73,Armitage,01/01/2009,"5,758.3","2,601.9","1,505.7","141,462"
74,Fullerton,01/01/2009,"11,458.5","8,125.4","5,254.2","307,526"
75,74th-75th,01/01/2009,"7,898.9","5,519.5","4,003.9","213,494"
76,Diversey,01/01/2009,"10,556.9","6,870.2","4,402.8","278,060"
77,Belmont,01/01/2009,"21,070.8","13,981.4","9,791.5","561,351"
78,Montrose,01/01/2009,"8,137.8","5,123.4","3,201.5","212,519"
79,79th,01/01/2009,"33,187","24,874.1","15,998.3","901,288"
80,Irving Park,01/01/2009,"10,733.9","8,334.2","5,752.3","295,844"
X80,Irving Park Express,01/01/2009,"3,832.6","1,293.5","1,007.1","91,988"
81,Lawrence,01/01/2009,"13,307.4","10,299.2","7,312.8","367,515"
81W,West Lawrence,01/01/2009,"1,695.1","1,068.5",542.3,"43,651"
82,Kimball-Homan,01/01/2009,"17,994.4","10,661.1","7,155.6","466,967"
84,Peterson,01/01/2009,"4,308.3","2,502","1,462.3","110,295"
85,Central,01/01/2009,"12,319.5","7,569.7","5,147.5","322,296"
85A,North Central,01/01/2009,916.3,337.6,0,"20,931"
86,Narragansett/Ridgeland,01/01/2009,"2,237",0,0,"46,978"
87,87th,01/01/2009,"16,483.2","9,758.3","6,277.5","426,326"
88,Higgins,01/01/2009,"1,390.6",613.4,430.9,"34,423"
90,Harlem,01/01/2009,"4,615.7","3,583","2,186.6","125,779"
90N,North Harlem,01/01/2009,313.1,106.8,0,"7,109"
91,Austin,01/01/2009,"8,321.8","4,669.7","2,624.9","211,231"
92,Foster,01/01/2009,"7,793.4","3,900.3","2,512","195,723"
93,California/Dodge,01/01/2009,"3,207.2","1,547.2",0,"75,087"
94,South California,01/01/2009,"9,934.3","4,462.4","3,068.2","246,273"
95E,93rd-95th,01/01/2009,"5,086.6","3,247.4","2,241.2","134,263"
95W,West 95th,01/01/2009,"5,215.3","4,528.7","2,846","146,394"
96,Lunt,01/01/2009,885.5,0,0,"18,596"
97,Skokie,01/01/2009,"3,524.6","2,320.8","1,404","92,640"
X98,Avon Express,01/01/2009,311.9,45.2,0,"6,777"
100,Jeffery Manor Express,01/01/2009,859.1,0,0,"18,042"
103,West 103rd,01/01/2009,"3,731.1","1,811.6","1,062.1","92,722"
106,East 103rd,01/01/2009,"2,268",603,364.2,"52,465"
108,Halsted/95th,01/01/2009,"2,747.3",0,0,"57,693"
111,Pullman/111th/115th,01/01/2009,"6,814.5","3,875.3","2,818.2","176,571"
112,Vincennes/111th,01/01/2009,"3,328","1,401.4",957,"81,680"
119,Michigan/119th,01/01/2009,"6,271.2","4,283.8","2,773","166,978"
120,Ogilvie/Wacker Express,01/01/2009,"1,592.7",0,0,"33,446"
121,Union/Wacker Express,01/01/2009,"1,696.5",0,0,"35,626"
122,Illinois Center/Ogilvie Express,01/01/2009,954.6,0,0,"20,046"
123,Illinois Center/Union Express,01/01/2009,781.8,0,0,"16,417"
124,Navy Pier,01/01/2009,"1,159",665.8,392.5,"29,630"
125,Water Tower Express,01/01/2009,"2,288.5",0,0,"48,059"
126,Jackson,01/01/2009,"8,814.1","3,931.8","2,494.3","217,227"
129,West Loop/South Loop,01/01/2009,"1,030.3",0,0,"21,635"
132,Goose Island Express,01/01/2009,313.4,0,0,"6,582"
134,Stockton/LaSalle Express,01/01/2009,"2,915.3",0,0,"61,221"
135,Clarendon/LaSalle Express,01/01/2009,"3,931.2",0,0,"82,556"
136,Sheridan/LaSalle Express,01/01/2009,"2,306.7",0,0,"48,441"
143,Stockton/Michigan Express,01/01/2009,"1,178.7",0,0,"24,752"
144,Marine/Michigan Express,01/01/2009,"1,180.4",0,0,"24,788"
145,Wilson/Michigan Express,01/01/2009,"6,869.7","4,425.9","2,440.2","178,595"
146,Inner Drive/Michigan Express,01/01/2009,"8,849.4","7,494.7","5,672.5","251,674"
147,Outer Drive Express,01/01/2009,"14,285.5","10,751.7","6,165.2","384,580"
148,Clarendon/Michigan Express,01/01/2009,"2,000.7",0,0,"42,014"
151,Sheridan,01/01/2009,"20,341.5","15,016.2","11,133.1","557,918"
152,Addison,01/01/2009,"9,864.4","4,700.3","3,208","246,694"
154,Wrigley Field Express,01/01/2009,0,0,875.2,875
155,Devon,01/01/2009,"6,925.1","5,694.7","4,432.6","196,064"
156,LaSalle,01/01/2009,"10,177.7",0,0,"213,731"
157,Streeterville/Taylor,01/01/2009,"2,169.9",0,0,"45,567"
165,West 65th,01/01/2009,87.4,0,0,"1,835"
168,UIC-Pilsen Express,01/01/2009,54.2,0,0,"1,137"
169,69th-UPS Express,01/01/2009,412,33.2,0,"8,817"
170,U. of Chicago/Midway,01/01/2009,379.6,0,0,"7,971"
171,U. of Chicago/Hyde Park,01/01/2009,"3,577.9","1,523.4",660.9,"86,058"
172,U. of Chicago/Kenwood,01/01/2009,"2,281.3",557,562.4,"53,505"
173,U. of Chicago/Lakeview Express,01/01/2009,179.4,0,0,"3,767"
174,U. of Chicago/Garfield Stations,01/01/2009,462,165.7,36.4,"10,677"
192,U. of Chicago Hospitals Express,01/01/2009,589.8,0,0,"12,385"
200,Main Shuttle,01/01/2009,95.9,0,0,"2,014"
201,Central/Ridge,01/01/2009,"1,749.1",774.8,39.4,"40,802"
205,Chicago/Golf,01/01/2009,959.8,0,0,"20,156"
206,Evanston Circulator,01/01/2009,829,0,0,"17,408"
1001,Shuttle/Special Event Route,01/01/2009,9.7,0,59.8,89
1,Indiana/Hyde Park,02/01/2009,"3,031.4",0,0,"60,628"
2,Hyde Park Express,02/01/2009,"2,461.3",0,0,"49,226"
3,King Drive,02/01/2009,"21,333.2","18,273.7","11,372.7","545,250"
X3,King Drive Express,02/01/2009,"2,653.7",0,0,"53,074"
4,Cottage Grove,02/01/2009,"22,440.8","17,187.3","12,468.2","567,437"
X4,Cottage Grove Express,02/01/2009,"2,873.4",0,0,"57,468"
5,South Shore Night Bus,02/01/2009,397.9,475.1,611.5,"12,304"
6,Jackson Park Express,02/01/2009,"11,108.1","10,507.9","6,840","291,554"
7,Harrison,02/01/2009,"8,105.7",0,0,"162,114"
8,Halsted,02/01/2009,"24,443.3","16,540.8","12,091.5","603,396"
8A,South Halsted,02/01/2009,"4,133.8","3,692.1","2,399.6","107,042"
9,Ashland,02/01/2009,"21,293.6","25,090.4","18,140.7","598,796"
X9,Ashland Express,02/01/2009,"11,506.2",0,0,"230,124"
10,Museum of S & I,02/01/2009,0,608.5,299.1,"3,630"
11,Lincoln/Sedgwick,02/01/2009,"6,002.7","2,334.8","1,744.2","136,371"
12,Roosevelt,02/01/2009,"14,034","9,434.2","7,541.1","348,581"
14,Jeffery Express,02/01/2009,"13,452.5","6,679.7","3,508.7","309,804"
15,Jeffery Local,02/01/2009,"8,634.4","5,483.5","4,669","213,299"
17,Westchester,02/01/2009,456.9,0,0,"9,139"
18,16th/18th,02/01/2009,"1,995.4","1,412.8","1,185.6","50,302"
19,United Center Express,02/01/2009,410.7,315.1,289.3,"3,288"
20,Madison,02/01/2009,"21,720.5","15,788","10,269.5","538,639"
X20,Washington/Madison Express,02/01/2009,"2,888.1",0,0,"57,761"
21,Cermak,02/01/2009,"9,051.4","8,983.6","6,339.5","242,320"
22,Clark,02/01/2009,"23,480.5","18,579.3","13,795.3","599,108"
24,Wentworth,02/01/2009,"3,625.1",0,0,"72,501"
26,South Shore Express,02/01/2009,"2,475",0,0,"49,500"
28,Stony Island,02/01/2009,"5,660.7","5,282.4","3,380","147,864"
X28,Stony Island Express,02/01/2009,"4,480.8",0,0,"89,616"
29,State,02/01/2009,"14,210.8","11,305.7","7,523.8","359,535"
30,South Chicago,02/01/2009,"3,610","1,951.1",749.5,"83,003"
33,Mag Mile Express,02/01/2009,639.2,0,0,"12,785"
34,South Michigan,02/01/2009,"6,570.7","5,101.9","3,970.9","167,705"
35,35th,02/01/2009,"5,417.2","3,001.7","1,963.5","128,206"
36,Broadway,02/01/2009,"17,380.1","17,440","13,067.9","469,634"
38,Ogden/Taylor,02/01/2009,"3,385.3",0,0,"67,706"
39,Pershing,02/01/2009,"2,021.2",0,0,"40,425"
43,43rd,02/01/2009,"1,828.5",788.2,491.3,"41,688"
44,Wallace-Racine,02/01/2009,"6,599","3,092.4","1,963.6","152,205"
47,47th,02/01/2009,"11,326.3","8,485.3","5,925.1","284,168"
49,Western,02/01/2009,"18,695.7","21,360.9","14,437.5","517,107"
49A,South Western,02/01/2009,602.5,0,0,"12,051"
49B,North Western,02/01/2009,"5,371.4","3,565","2,737.5","132,639"
X49,Western Express,02/01/2009,"12,032.5",0,0,"240,649"
50,Damen,02/01/2009,"9,161.5","5,527.8","3,851.4","220,748"
51,51st,02/01/2009,"2,498.8","1,502","1,172.4","60,674"
52,Kedzie/California,02/01/2009,"13,647.2","9,468.1","6,438.6","336,570"
52A,South Kedzie,02/01/2009,"4,870.9","2,010.3","1,347.9","110,851"
53,Pulaski,02/01/2009,"21,886","14,838.8","10,384.4","538,613"
53A,South Pulaski,02/01/2009,"7,669.3","3,391.2","1,746.8","173,938"
53AL,South Pulaski Limited,02/01/2009,668.3,0,0,"13,367"
54,Cicero,02/01/2009,"8,857.9","10,335.7","6,567.5","244,771"
X54,Cicero Express,02/01/2009,"5,871.4",0,0,"117,429"
54A,North Cicero/Skokie Blvd.,02/01/2009,972,0,0,"19,440"
54B,South Cicero,02/01/2009,"3,486","4,611.7","2,744.9","99,146"
55,Garfield,02/01/2009,"11,269.9","10,422.3","7,542.5","297,258"
X55,Garfield Express,02/01/2009,"2,653.4",0,0,"53,068"
55A,55th/Austin,02/01/2009,232.4,0,0,"4,648"
55N,55th/Narragansett,02/01/2009,688.9,139.5,0,"14,335"
56,Milwaukee,02/01/2009,"13,374.1","8,496.2","5,806.7","324,694"
56A,North Milwaukee,02/01/2009,860.3,0,0,"17,207"
57,Laramie,02/01/2009,"3,151.7","1,600.1",866.9,"72,903"
59,59th/61st,02/01/2009,"3,874.3","2,043.9",0,"85,662"
60,Blue Island/26th,02/01/2009,"13,805.6","7,936.1","5,947.1","331,644"
62,Archer,02/01/2009,"13,706.7","8,288","5,509.8","329,325"
62H,Archer/Harlem,02/01/2009,"1,357.5",477.7,0,"29,061"
63,63rd,02/01/2009,"23,029.4","16,969.2","12,911.8","580,112"
63W,West 63rd,02/01/2009,"1,954.8",797.5,571.6,"44,572"
64,Foster-Canfield,02/01/2009,170.8,0,0,"3,417"
65,Grand,02/01/2009,"6,595.5","3,948.5","2,304","156,919"
66,Chicago,02/01/2009,"22,975.3","15,974.8","10,678.9","566,120"
67,67th-69th-71st,02/01/2009,"14,617.8","10,781.9","7,581","365,807"
68,Northwest Highway,02/01/2009,"1,680.4",730.5,341.5,"37,897"
69,Cumberland/East River,02/01/2009,547.1,0,0,"10,943"
70,Division,02/01/2009,"10,990.8","7,355.8","5,342.5","270,610"
71,71st/South Shore,02/01/2009,"11,725.5","9,844","7,040.8","302,050"
72,North,02/01/2009,"16,543.1","13,618.9","9,888.8","424,894"
73,Armitage,02/01/2009,"6,023.4","2,886.2","1,742.5","138,983"
74,Fullerton,02/01/2009,"12,115.7","9,395.9","6,460.7","305,739"
75,74th-75th,02/01/2009,"8,548.3","6,571.4","4,791","216,415"
76,Diversey,02/01/2009,"11,210.1","7,744.1","5,058.5","275,413"
77,Belmont,02/01/2009,"21,969.6","15,391.4","10,996.3","544,942"
78,Montrose,02/01/2009,"9,196.9","5,753","3,904.7","222,568"
79,79th,02/01/2009,"35,921.9","29,351","19,500.2","913,842"
80,Irving Park,02/01/2009,"11,238.6","9,186.4","6,440.2","287,279"
X80,Irving Park Express,02/01/2009,"3,982.2","1,420.8","1,144.5","89,905"
81,Lawrence,02/01/2009,"14,060.3","10,883.3","8,000.9","356,743"
81W,West Lawrence,02/01/2009,"1,809.1",956.1,711,"42,850"
82,Kimball-Homan,02/01/2009,"19,001","11,738.4","8,588","461,326"
84,Peterson,02/01/2009,"4,496.1","2,819.6","1,665.1","107,861"
85,Central,02/01/2009,"12,857.3","8,661.7","6,270.6","316,875"
85A,North Central,02/01/2009,926.9,406.9,0,"20,165"
86,Narragansett/Ridgeland,02/01/2009,"2,594.6",0,0,"51,892"
87,87th,02/01/2009,"17,938.9","11,397.1","7,132","432,895"
88,Higgins,02/01/2009,"1,556.9",630.8,501.3,"35,666"
90,Harlem,02/01/2009,"5,001.7","4,049.8","2,746.1","127,218"
90N,North Harlem,02/01/2009,352.1,105.8,0,"7,465"
91,Austin,02/01/2009,"8,891.4","4,915.7","3,080.5","209,813"
92,Foster,02/01/2009,"8,431.5","4,260.4","2,869.9","197,151"
93,California/Dodge,02/01/2009,"3,332.6","1,769",0,"73,727"
94,South California,02/01/2009,"10,342.4","5,286","3,609.8","242,432"
95E,93rd-95th,02/01/2009,"5,749.3","3,925.2","2,525.7","140,789"
95W,West 95th,02/01/2009,"5,712","5,518.8","3,605.3","150,736"
96,Lunt,02/01/2009,963.1,0,0,"19,262"
97,Skokie,02/01/2009,"3,794.3","2,519.8","1,631.5","92,492"
X98,Avon Express,02/01/2009,226.8,22.2,0,"4,625"
100,Jeffery Manor Express,02/01/2009,972.1,0,0,"19,442"
103,West 103rd,02/01/2009,"3,998.9","2,062.3","1,394","93,803"
106,East 103rd,02/01/2009,"2,612.3",762.2,415,"56,955"
108,Halsted/95th,02/01/2009,"2,856.9",0,0,"57,138"
111,Pullman/111th/115th,02/01/2009,"7,288.2","4,484.2","3,470.4","177,582"
112,Vincennes/111th,02/01/2009,"3,506.4","1,668.1","1,175.2","81,501"
119,Michigan/119th,02/01/2009,"6,875.4","5,123.1","3,218.3","170,873"
120,Ogilvie/Wacker Express,02/01/2009,"1,587.2",0,0,"31,744"
121,Union/Wacker Express,02/01/2009,"1,633.5",0,0,"32,670"
122,Illinois Center/Ogilvie Express,02/01/2009,916.4,0,0,"18,328"
123,Illinois Center/Union Express,02/01/2009,789.9,0,0,"15,798"
124,Navy Pier,02/01/2009,"1,224.5",855.8,455.6,"29,736"
125,Water Tower Express,02/01/2009,"2,261.3",0,0,"45,226"
126,Jackson,02/01/2009,"9,608.3","4,399.6","3,001.2","221,770"
129,West Loop/South Loop,02/01/2009,"1,070.4",0,0,"21,407"
130,Museum Campus,02/01/2009,"1,780.3","3,096.2","2,264.7","21,403"
132,Goose Island Express,02/01/2009,341.8,0,0,"6,837"
134,Stockton/LaSalle Express,02/01/2009,"2,828.1",0,0,"56,561"
135,Clarendon/LaSalle Express,02/01/2009,"3,970.7",0,0,"79,414"
136,Sheridan/LaSalle Express,02/01/2009,"2,267.7",0,0,"45,354"
143,Stockton/Michigan Express,02/01/2009,"1,238.7",0,0,"24,774"
144,Marine/Michigan Express,02/01/2009,"1,211.6",0,0,"24,233"
145,Wilson/Michigan Express,02/01/2009,"6,996.7","5,015.3","2,910.3","171,636"
146,Inner Drive/Michigan Express,02/01/2009,"9,630.4","8,572.5","6,347.5","252,287"
147,Outer Drive Express,02/01/2009,"15,528.8","12,283.8","7,549.7","389,911"
148,Clarendon/Michigan Express,02/01/2009,"2,055.7",0,0,"41,114"
151,Sheridan,02/01/2009,"21,016.4","17,072.1","12,645.1","539,196"
152,Addison,02/01/2009,"10,229.2","5,262.7","3,165.7","238,297"
155,Devon,02/01/2009,"7,382.8","6,297.6","5,051.8","193,053"
156,LaSalle,02/01/2009,"10,070.5",0,0,"201,409"
157,Streeterville/Taylor,02/01/2009,"2,229.9",0,0,"44,598"
165,West 65th,02/01/2009,94.5,0,0,"1,891"
168,UIC-Pilsen Express,02/01/2009,52.9,0,0,"1,058"
169,69th-UPS Express,02/01/2009,373.7,32.8,0,"7,605"
170,U. of Chicago/Midway,02/01/2009,372.6,0,0,"7,452"
171,U. of Chicago/Hyde Park,02/01/2009,"3,280.8","1,551.7",887.9,"75,374"
172,U. of Chicago/Kenwood,02/01/2009,"2,339.2","1,333.6",758.8,"55,154"
173,U. of Chicago/Lakeview Express,02/01/2009,173.1,0,0,"3,462"
174,U. of Chicago/Garfield Stations,02/01/2009,450.5,198.8,48,"9,997"
192,U. of Chicago Hospitals Express,02/01/2009,618.2,0,0,"12,364"
200,Main Shuttle,02/01/2009,85.4,0,0,"1,709"
201,Central/Ridge,02/01/2009,"1,853.9",935.2,51,"41,023"
205,Chicago/Golf,02/01/2009,"1,005.4",0,0,"20,108"
206,Evanston Circulator,02/01/2009,958,0,0,"19,160"
1001,Shuttle/Special Event Route,02/01/2009,241.7,370.9,46.3,901
1,Indiana/Hyde Park,03/01/2009,"3,238.5",0,0,"71,246"
2,Hyde Park Express,03/01/2009,"2,348.7",0,0,"51,672"
3,King Drive,03/01/2009,"21,401.3","15,715.6","9,563.7","581,509"
X3,King Drive Express,03/01/2009,"2,624.6",0,0,"57,742"
4,Cottage Grove,03/01/2009,"22,813.7","16,049.1","10,903.4","620,615"
X4,Cottage Grove Express,03/01/2009,"2,918.4",0,0,"64,205"
5,South Shore Night Bus,03/01/2009,435.6,497.5,515.5,"14,150"
6,Jackson Park Express,03/01/2009,"11,821.5","9,721.8","6,495.7","331,439"
7,Harrison,03/01/2009,"7,795.9",0,0,"171,511"
8,Halsted,03/01/2009,"24,030.6","15,764.6","10,647.3","644,967"
8A,South Halsted,03/01/2009,"4,234.2","3,621.1","1,978.9","117,531"
9,Ashland,03/01/2009,"21,545.6","23,531.5","15,986.2","648,059"
X9,Ashland Express,03/01/2009,"11,696",0,0,"257,311"
10,Museum of S & I,03/01/2009,0,657.1,364.3,"4,450"
11,Lincoln/Sedgwick,03/01/2009,"6,195.2","2,331.8","1,563.4","153,438"
12,Roosevelt,03/01/2009,"14,359","9,215.6","6,641.2","385,966"
14,Jeffery Express,03/01/2009,"14,037.6","5,980.5","3,083.7","348,168"
15,Jeffery Local,03/01/2009,"8,826.6","5,281.2","4,264.6","236,632"
17,Westchester,03/01/2009,454.8,0,0,"10,006"
18,16th/18th,03/01/2009,"2,065.8","1,391.4","1,128.1","56,653"
19,United Center Express,03/01/2009,278.2,454.3,346.4,"6,155"
20,Madison,03/01/2009,"21,682.4","14,474.3","9,384.7","581,833"
X20,Washington/Madison Express,03/01/2009,"2,884.6",0,0,"63,462"
21,Cermak,03/01/2009,"9,348.1","7,525.4","5,159.7","261,558"
22,Clark,03/01/2009,"24,092.9","18,765.3","12,802","669,115"
26,South Shore Express,03/01/2009,"2,538.2",0,0,"55,840"
28,Stony Island,03/01/2009,"5,788.7","5,037.8","3,186.6","163,436"
X28,Stony Island Express,03/01/2009,"4,588.1",0,0,"100,938"
29,State,03/01/2009,"14,925.2","11,200.3","6,972.7","408,018"
30,South Chicago,03/01/2009,"3,767.2","1,947.4",688,"94,109"
33,Mag Mile Express,03/01/2009,640.8,0,0,"14,097"
34,South Michigan,03/01/2009,"6,650.7","4,543.2","3,374.3","181,360"
35,35th,03/01/2009,"5,514.5","3,069.9","1,824.2","142,719"
36,Broadway,03/01/2009,"17,590.2","17,297.8","12,517.5","518,764"
38,Ogden/Taylor,03/01/2009,"3,082.5",0,0,"67,815"
39,Pershing,03/01/2009,"2,111.5",0,0,"46,453"
43,43rd,03/01/2009,"1,806.9",796,426.6,"45,070"
44,Wallace-Racine,03/01/2009,"6,509.7","2,649.6","1,674.4","162,185"
47,47th,03/01/2009,"11,412.7","8,208","5,068.7","309,256"
48,South Damen,03/01/2009,"1,176.3",0,0,"25,879"
49,Western,03/01/2009,"18,371.7","20,601","13,431.4","553,738"
49A,South Western,03/01/2009,582.3,0,0,"12,811"
49B,North Western,03/01/2009,"5,466.6","3,745.2","2,754.4","149,018"
X49,Western Express,03/01/2009,"13,624.6",0,0,"299,742"
50,Damen,03/01/2009,"9,557.9","5,225.2","3,407.1","248,209"
51,51st,03/01/2009,"2,458.3","1,439.4",906.2,"64,372"
52,Kedzie/California,03/01/2009,"13,903.6","8,929.3","5,731.7","370,254"
52A,South Kedzie,03/01/2009,"4,969.1","2,029.2","1,239.1","123,631"
53,Pulaski,03/01/2009,"21,975.7","14,386","9,632.1","589,171"
53A,South Pulaski,03/01/2009,"7,991.7","3,086.1","1,676","196,541"
53AL,South Pulaski Limited,03/01/2009,725.4,0,0,"15,958"
54,Cicero,03/01/2009,"9,177.2","9,515.2","6,211.5","271,016"
X54,Cicero Express,03/01/2009,"5,951.8",0,0,"130,940"
54A,North Cicero/Skokie Blvd.,03/01/2009,978.5,0,0,"21,527"
54B,South Cicero,03/01/2009,"3,528.3","4,111.6","2,366.2","105,899"
55,Garfield,03/01/2009,"10,850.8","9,564.2","6,779.6","310,873"
X55,Garfield Express,03/01/2009,"3,593.7",0,0,"79,061"
55A,55th/Austin,03/01/2009,233.8,0,0,"5,145"
55N,55th/Narragansett,03/01/2009,729.1,120.5,0,"16,522"
56,Milwaukee,03/01/2009,"13,468.2","8,816.5","5,652.5","359,829"
56A,North Milwaukee,03/01/2009,868.5,0,0,"19,108"
57,Laramie,03/01/2009,"3,196.1","1,464.9",727.7,"79,814"
59,59th/61st,03/01/2009,"3,939.7","1,896.8",0,"94,261"
60,Blue Island/26th,03/01/2009,"13,916","8,232.1","5,648.9","367,325"
62,Archer,03/01/2009,"14,273.8","8,454.7","5,202.7","373,856"
62H,Archer/Harlem,03/01/2009,"1,419.2",446.8,0,"33,009"
63,63rd,03/01/2009,"23,044.1","15,157.7","11,145","623,327"
63W,West 63rd,03/01/2009,"2,041",782.9,519.3,"50,631"
64,Foster-Canfield,03/01/2009,187.5,0,0,"4,125"
65,Grand,03/01/2009,"7,226.9","4,387.8","2,412.2","188,605"
66,Chicago,03/01/2009,"23,992.5","16,076.5","10,247.4","643,378"
67,67th-69th-71st,03/01/2009,"14,816.7","9,757.1","6,720.5","398,598"
68,Northwest Highway,03/01/2009,"1,758.4",931.9,350.4,"44,164"
69,Cumberland/East River,03/01/2009,431.3,0,0,"9,489"
70,Division,03/01/2009,"11,314.7","7,249.2","4,983.9","302,839"
71,71st/South Shore,03/01/2009,"11,573.9","9,207.1","6,217","322,540"
72,North,03/01/2009,"16,887.8","12,759.1","8,646.5","465,801"
73,Armitage,03/01/2009,"6,110.9","2,920.8","1,567.8","153,962"
74,Fullerton,03/01/2009,"12,360.4","9,104.3","6,001.3","338,353"
75,74th-75th,03/01/2009,"8,534.2","5,703.3","3,961.6","230,373"
76,Diversey,03/01/2009,"11,585.5","7,748.2","5,095.3","311,350"
77,Belmont,03/01/2009,"22,734.5","15,397","10,595.7","614,725"
78,Montrose,03/01/2009,"9,487.4","5,506.9","3,560.3","248,553"
79,79th,03/01/2009,"35,434","25,183.4","16,277.1","961,668"
80,Irving Park,03/01/2009,"10,524.3","9,180.2","6,331","299,911"
X80,Irving Park Express,03/01/2009,"5,183.4","1,497.6","1,067.2","125,361"
81,Lawrence,03/01/2009,"14,550.3","11,280.1","7,916.9","404,811"
81W,West Lawrence,03/01/2009,"1,939.7","1,192.3",584.1,"50,364"
82,Kimball-Homan,03/01/2009,"19,513.3","11,620.5","7,703","514,290"
84,Peterson,03/01/2009,"4,697.9","2,826","1,454.7","121,931"
85,Central,03/01/2009,"13,193.5","7,662.8","5,556.2","348,690"
85A,North Central,03/01/2009,980.9,424.6,0,"23,279"
86,Narragansett/Ridgeland,03/01/2009,"2,670.4",0,0,"58,750"
87,87th,03/01/2009,"18,096","10,269.3","6,443.6","471,408"
88,Higgins,03/01/2009,"1,541.8",749.2,517.2,"39,503"
90,Harlem,03/01/2009,"5,153.7","4,114.2","2,448","142,078"
90N,North Harlem,03/01/2009,380.8,143.3,0,"8,950"
91,Austin,03/01/2009,"8,961.8","4,859.4","2,881.6","231,004"
92,Foster,03/01/2009,"8,583.9","4,514.1","2,736.3","220,584"
93,California/Dodge,03/01/2009,"3,472.9","1,784.9",0,"83,543"
94,South California,03/01/2009,"10,968.9","5,026.2","3,425.1","278,547"
95E,93rd-95th,03/01/2009,"5,640.9","3,583.2","2,194.2","149,403"
95W,West 95th,03/01/2009,"5,676.6","5,058.1","3,217.6","161,206"
96,Lunt,03/01/2009,"1,039.2",0,0,"22,863"
97,Skokie,03/01/2009,"3,884.9","2,545.9","1,553.8","103,420"
X98,Avon Express,03/01/2009,286.9,42,0,"6,480"
100,Jeffery Manor Express,03/01/2009,974.7,0,0,"21,444"
103,West 103rd,03/01/2009,"4,037.6","1,875","1,444.4","103,549"
106,East 103rd,03/01/2009,"2,572",724.6,377.7,"61,371"
108,Halsted/95th,03/01/2009,"2,890",0,0,"63,581"
111,Pullman/111th/115th,03/01/2009,"7,348.1","4,155.9","2,982.6","193,195"
112,Vincennes/111th,03/01/2009,"3,631.6","1,446.3","1,101.3","91,187"
119,Michigan/119th,03/01/2009,"6,741.1","4,521.8","3,091","181,847"
120,Ogilvie/Wacker Express,03/01/2009,"1,590.3",0,0,"34,987"
121,Union/Wacker Express,03/01/2009,"1,697.5",0,0,"37,345"
122,Illinois Center/Ogilvie Express,03/01/2009,882.2,0,0,"19,407"
123,Illinois Center/Union Express,03/01/2009,757.3,0,0,"16,662"
124,Navy Pier,03/01/2009,"1,438.2","1,254.1",614.6,"39,730"
125,Water Tower Express,03/01/2009,"2,203.6",0,0,"48,480"
126,Jackson,03/01/2009,"9,632.9","4,300.2","2,858.3","243,416"
